Indonesian,Javanese
Dia bekerja dengan tekun dan berkomitmen untuk mencapai tujuannya.,Panjenengané padha nggawé kaweruh saka wayah kanggé sampun nrereh tujené.
Ibu saya sangat lihai dalam masakan; sedangkan ayah saya lihai dalam berkebun.,Ibu saya lumrah gedhé ing cara memasak; sakwisé tiyang saya saged lumrah gedhé ing nggarap bbahan.
"Dia selalu percaya bahwa kemauan sejati adalah kunci untuk mencapai kesuksesan, dan dia terus berupaya untuk meningkatkan dirinya sendiri sampai setiap saat.","Becik iku kemawon teka bener antuk sukses, lan lagi nguwitak-nguwitak samemeh sami ningkatak dhewe dewe."
"Dia berjalan sendirian di sepanjang jalan, mengingatkan kita bahwa hidup dapat menjadi misterius dan penuh makna.","Daya weruh lan sapi saben jalan kedade, ngelingi yèn urip bisa akelas lan padha bisa duwe arti."
Para penggemar musik secara kontinu mencari tren baru dan membawa ke permukaan musik baru yang menarik dan menantang.,Para penggemar musik saklawase nggoleki irah-irahan anyar lan nggaweasi musikan anyar sing kateneng lan nggawe tekaing panganjang.
"Dia adalah siswa yang cerdas dan berpikiran terbuka, sementara ia juga berdiri teguh dengan keyakinannya.","Dia iku siswa sing teka lan nggawe pandhangan kabuka, sedaya dheweke uga nggawe daya ambek karo kepercayaané."
"Biaya hidup juga naik di beberapa wilayah, sehingga orang yang berpenghasilan rendah mengalami tekanan lebih besar untuk memenuhi kebutuhan mereka.","Biaya panggungan mung sak akeh, tekanan dhuwur kebon bipin kang mbukak pendhapa remahan wis gedhe kanggo ngantiake keperluanipun."
"Dia berlari ke supermarket terdekat untuk membeli barang-barang yang diperlukan, tetapi ia belum kembali ketika aku menepi di rumah.","Dia lari ana saiki ngatur-atur ing sakola swahe piye, nanging diais ora pituduh suwe kapan iya selesa saiki ketemu aku ing omah."
"Di Gedung Putih, Presiden akan menggelar rapat dengan para menteri, untuk membahas masalah penting yang sedang terjadi di negeri ini.","Ing Gedhong Putih, Présidén bakal dideleng rapat karo para menteri, kanggo ngomongake masalah penting sing lagi rampung ana ing nagara iki."
"Mereka tidak mengalami kesulitan ketika berbelanja di toko, mereka mendapatkan harga diskon dan layanan yang cukup memuaskan.","Senajan tinimbang gandhak pangkelan ing toko, wong mlayu wis kapriya patekan diskon lan layanan kang wis diterima kanthi apik."
"Ada banyak udara segar di hutan, yang berarti keindahan alam dapat dijumpai di sana.","Negeri iki bisa nangkep luwih ayu siji sisi ditemokake karo udan segar ing dhemiten, sing ngandika kejepuwe alam bisa ditemokake ing kono."
"""Saya menyukai musim gugur, saat cuaca mulai dingin dan hujan turun, dan terlihat bagus di sekitar rumah saya.""","""Aku suka musim gugur, saat panas malah ora ana, udan sithik rengsèk, lan klebu katon nthoni apik kanggo ing omah."""
"Shanmantaré dalan pamirsa guru, ramanteges sadaya murid, sajatining wacan pamungkas, uga mandérosaké kabèh aja dipun tindak lan mbantun-mbantun.","Ngandegaké dalan kawruh, dipuréné kawula sadaya, sasampunipun wacan akhir, uga anggone ngerol serta maresak-mangresakana."
"Jika kita ingin memperoleh keberhasilan dalam hidup, ada banyak hal yang harus dilakukan, mulai dari meluangkan waktu untuk belajar, berkomitmen untuk berpegang teguh pada nilai yang benar, dan berusaha untuk menjadi orang yang bisa dipercaya.","Yen sampeyan pengin ngerti kasoro kanggo sukses dumunung, akeh sing wis dikudu dipigawé, mulai saka ngelinga waktu kanggo nggawé urip, ngontrol karo ngrusak nilai sing bener lan nggawé ngrasakake sing bisa dipercaya."
"Penyelenggaraan webinar yang efektif membutuhkan kolaborasi antar peserta dan pengasuh, serta need dan minat yang tepat untuk memastikan bahwa hasilnya bermanfaat.","Nggawe webinar sing efektif iki perlu kerjasama antar sawetara peserta lan pengasuh, sing padha kudu didedikasi déning kapentingan lan kanggo nguji iki mesthi manfaat."
"Kami harus bekerja keras untuk mencapai tujuan kita, mendorong kemajuan, dan bergerak maju bersama.","Kita kudu golek kerja dhuwur kanggo narik wangsulane, nyubengi pangembangan, lan gesang pedagang nganti sabanjure."
"Biaya pembuatan rumah di Indonesia sudah meningkat tajam, sehingga memerlukan upaya finansial yang lebih dari masyarakat.","Biya bikul ing nglego ing Indonesia wis suwene, manggon nduwe rong upaya financial saka wong-wong."
"Dia berjalan di tepi sungai dengan penuh semangat, mengambil nafas dalam-dalam menikmati keindahan alam yang terbentang di depan matanya.","Dheweke ngangenake sisi kali kalawarta kanthi kasenengan, ngambil napas gedhe-gedhe nganggo nyampek panguwasa margi kang kaget diwarenane panjenengane."
Aku suka berjalan di pinggir pantai dan menikmati keindahan laut; Aku juga suka makan makanan lokal dan bersosialisasi dengan penduduk setempat.,Aku suka njaluk ndek pesisir pantai lan njembarke indahé laut; Aku uga suka makan panganan lokal lan nggandheng karo wong-wong lokal.
"Anak-anak menyukai mainan dan bermain di luar rumah, tetapi mereka juga harus memiliki waktu untuk belajar.","Anak-anak tansah banget suka mainan lan bermain ing ibu kanca, nanging uga kudu wates-wates kanggo nyedhiyakake kanggo nggawe piwulang."
Dia berjalan di sepanjang jalan dengan langkah yang cepat dan berpikir bahwa dia bisa sampai sebelum matahari terbenam.,Panjenengan nglangkungi jalur kanthi langkah cepet lan ngarep bisa nyampe nalika srengenge rampung.
"Dia menunggu dengan sabar untuk waktu yang datang, sambil melirik ke arah cinta yang akan datang.","Dia nganti gawe sabar nekeng wektu sing arep ketemu, sambil mbukakkan pantes kanggo akeh sing bakal datang."
"Saat mentari terbit dan menyinari tanah pertapaan, para biksu di situ telah bermeditasi di pagi yang sejuk dan cerah.","Wayah iku sinangé ninggil watu lan nyingkiraké wareng ing basa Kono, Wetu seka biksu-biksu kana kang mréditasi saprengadi wektu sing luwih srengenge lan tindak."
"Beristirahatlah sejenak sebelum melanjutkan aktivitas Anda, sehingga Anda dapat berpikir jernih dan bersemangat untuk menyelesaikan pekerjaan Anda.","Nalikane kanggo ngudi-ngidi sadurunge nindakake aktifitasmu, supaya sampeyan bisa pikir jernih lan nggirisi nglulut kabèh gawene."
"Banyak wisatawan datang untuk menikmati keindahan alam sekitar, seperti sungai, pantai, hutan, dan gunung.","Sawetara wong sing ngunjungi ngenteni sawetara keindahan alam ambyar kaya Kali, Pantai, Palem, lan Gunung."
"Ia bekerja dengan rasa percaya dirinya sendiri dan sikap semangat yang kuat, sementara juga tumbuh amanah dan respon yang tepat dalam lingkungan sosial yang beragam.","Ia nglakoni kerja kanthi percaya marang babar sangkara, kanthi sikap gembira kuwat, sambil banjur senenga ngatesani wewasana dikawit karo respons sing bener sanget ana ing saben lolongan sosial."
"Ketika matahari terbenam, ada sentuhan angin yang asyik dan sejuk yang membuat relaksasi jauh dari perasaan datang ke permukaan.","Kademik saiki kang Banyu tekan, diarani angin sing cekek lan sejuk sing nindakake relaksasi dhirgake saka rasa kang wis dateng marang loro."
"Dia berlari dengan kencang sepanjang jalan menuju rumahnya, tapi ia melambat ketika ia melihat ada seseorang berdiri di dekat jalan.","Dhia lari kejeblos ing jalur, kanggo tansah nyeleh marang ngarsanipun, nanging lagi luwih lambat manawa weruh wong sing numpuk ing sawisé jalur."
"Dia berjalan di sepanjang jalan dengan senyum yang ceria, menikmati keindahan alam kota itu.","Panjenengan wis lunga ing jalur kanthi seneng lan owah-owahan, sugih nikmati keindahanna alam ing kutha iki."
"Dia selalu datang tepat waktu di setiap kesempatan, agar dapat mendapatkan hasil yang terbaik dari setiap pekerjaannya.","Ia teka ng-kliwat tanggal nalika samesthine, kanggo adoh saka hasil paling apik saka kabarane."
"Semua orang bekerja keras untuk mencapai tujuannya, tetapi juga penting untuk beristirahat dan bersantai agar bisa memberikan hasil terbaik.","Sadaya wong nerja keras kanggo merlokake tujuan, nanging saengga penting uga kanggo rewangi lan arak-arak supaya bisa nyelahake asil paling apik."
Dia telah bekerja keras setiap hari dan akhirnya berhasil meraih kesuksesan.,Dia kuwat kerjo sing pangle tiber-tiber lan akhir padha bisa kelawan kasengsèsan.
"Saya merasa senang dengan apa yang saya lihat dan rasakan, dan aku akan berusaha untuk mencapai impian saya.","Aku kepriyé ing apa sing saya weruh lan élingi, lan iku aku bakal ngupaya supaya bisa nemtokna impianku."
Pertanian telah menjadi pencarian utama bagi banyak orang di daerah pedalaman dan telah meningkatkan taraf hidup mereka secara signifikan.,Saka kebak ipun nindakake dadi babagan utama manungsa para wong ing daerah ing tengah lan wis dunungi tangguhing kahuripaning marang padha.
"Dia bekerja keras untuk menghasilkan karya yang luar biasa, sementara ia juga menikmati hidupnya meskipun ia harus terus bersabar.","Priye nindakake kana kerjo tiyang kaweruh supaya duwe asil sing pengen diva, nanging priye uga nikmati kehidupan priyen sanadyan kudu nganti palem tiyang sabar."
"Dia bisa berlari dengan cepat, memanjat pohon dengan mudah, dan menyelamatkan diri dari bahaya.","Dia bisa lari gegayuh, nglambang awak pohon bisa langkung, lan narobah nyimpen wong saka takon."
"Dia suka melihat pemandangan yang indah di awal pagi, dan dia akan menikmati momen ini sepenuhnya.","Dia ngendika nirmu maca pandangan sing apik ing sawetara saene, lan dia bakal setya enggon ngenambah saiki kanthi panekrahan."
"Meskipun suasana yang sangat hangat dan menghangatkan hati, ia tetap menjaga perasaannya tanpa terpengaruh suasana yang ada.","Sanesipun klimate sing dadi aring-aring lan ngukir hati, dheweke tetep durung nempuh paosipun tanpa dipikir piyambakipun klimate kang tembung."
"Wiraswasta harus memiliki keterampilan bisnis yang baik agar sukses dalam usaha mereka, sambil tetap memperhatikan prinsip-prinsip etika dan profesionalisme.","Kudu duwé daya kanggo bisnis ingkang apik, kanggo suksés ing usaha sampeyan, sambil jaga etika lan profesionalisme."
Aku berharap aku dapat mencapai tujuan hidupku dengan bekerja keras dan berpikir cerdas.,Aku kersa nggawe tujuan muji dadi kuwi kanthi nerusake nggawe camdian lan dadi akal budi.
"Dia telah berusaha keras untuk mencapai tujuannya, meskipun tidak selalu mudah untuk mendapatkan hasil yang diinginkan.","Dia banjur nyoba keras pengaruhi tujuané, mung olèh bisa mudah nggawé asil sing disedhiyakno."
"Dia menari-nari dengan gembira di taman, membuat anak-anak tertawa bahagia dan bergembira.","Dhewe manari-nari kembang telu nggih ing pethakan, ngendokke anak-anak ketawa asring nganggo suka lan lesu."
"Kami harus berjuang keras agar dapat mencapai impian kami, namun kami harus mengingat bahwa keyakinan, kerja keras, dan komitmen adalah komponen yang sangat penting untuk mencapainya.","Kita kudu diwenehi kerja keras kanggo bisa ngembangake wanguné impen kita, nanging saiki kudu enteni yèn manggon panguwasa, klawan kerja keras lan komitmen iku lemah-lemah sing penting banget kanggo ndhukung panggogonya."
"Kami berharap para anak akan menghormati orangtua mereka dan mematuhi aturan yang berlaku, sambil belajar untuk hidup mandiri dan berpikir kritis.","Kita pinanggihaké para bocah bakal nanginggalaken lan nindhakaken tuwané kanthi mbeneraké hormat lan watesan sing wis ana, kalebu banjur nindhaki nggantheng mandhiri lan ndjidhulaké pikiranana."
"Dia senang berbagi cerita dan membuat orang tertawa, sementara ia juga senang melakukan hal-hal yang bermanfaat untuk orang lain.","Kula seneng ngumpulke ceritane lan ngremekake wong-wong seneng, samadyan kula uga seneng nindakake sing gegayuh kanggo nduweni manfaat kanggo wong liya."
"Dari hari ke hari, saya berusaha untuk bekerja lebih keras dan mencapai tujuan saya.","Saben dinten, aku nyoba supaya bisa luwih acik lan anggep tujuané."
"Dia berjalan dengan cepat, membayangkan pusaranya yang bergetar karena gembira, dan dia menyenangkan hatinya dengan hati riang.","Dia lalu cepet, ngelinganké pundut ngrasa akeh katon, lan dia ninggalaken penaké kang riang."
"Dia berlari cepat melalui lapangan untuk mencari kemenangan, tetapi sayangnya, dia kalah.","Seduluré padha lari cepet nganti sawijining lapangan kanggo miliari kemenangan, nanging sayange kagagungé ora bisa."
"Aku sangat senang bisa berjumpa denganmu, dan saya juga senang bisa menikmati waktu bersama denganmu.","Aku kepiwang nggawe singkatan karo sampeyan, lan aku uga kepiwang nikmati wektu karo sampeyan."
"Dia selalu berusaha agar bisa menjadi lebih baik, berlatih dengan keras, dan bekerja dengan tekun setiap hari.","Panjenengane selalu ngupaya supaya mbiyantu dheweké bisa jadi luwih apik, mréntah-rèntah karo kuat, lan ngrèwangi karo dhuwit saben dina."
"Dia berkata, ""Saya akan melakukan yang terbaik dengan upaya saya sendiri,"" dan iapun bertindak sesuai dengan janjinya.","Ia ngomong, ""Aku bakal nglakoni paling apik karo usaha kula éndèk,"" lan bukti prekenan iya tau nglaku saka janji."
Pagi hari ia berangkat ke pesta dan malam hari ia pulang lagi dengan senyuman di wajahnya.,Sore ngangkat ing pesta lan wengi pancen akeh wong-wong tenan kaya ngetok ngliwati mburi mburinesé sregep nyengir ngleges.
"Dengan berkerja keras dan tekun, kita dapat mencapai tujuan kita dan melampaui ekspektasi yang kita buat sendiri.","Nggawe kerja keras lan tekun, kita bisa nggawe tembung sing gelem dituju lan nyelehake ekspektasi sing wis ditetepi."
"Dia adalah wanita yang tinggi, dan dia memakai gaun yang indah.","Siyang wanita sing ndhuwur, lan siyang nggayahi pasmina sing apik."
"Mereka berharap bisa bekerjasama dengan semua orang untuk meraih sukses bersama, dan kami juga berharap bisa bekerjasama dengan orang-orang untuk mencapai tujuan yang telah ditentukan.","Wong-wong iku arep bisa bekerjasama karo kabèh wong kanggo ngarujuk suksès bersama, lan aku uga arep bisa bekerjasama karo wong kanggo dicapai tujuan sing wis ditetepake."
"Dia senang bekerja di sebuah toko kelontong, dan dia juga suka membantu orang lain membeli barang yang mereka butuhkan.","Uncani seneng nggawe di toko kelontong, lan uga seneng nulung wong liya nuduhake perbaran sing beda butuhake."
Kami membangun peradaban yang kaya dengan beragam kebudayaan-kebudayaan yang beraneka ragam dan memelihara sejarah dan tradisi yang berharga.,"Kita nggawe sabaragan ingkang rikalas, kanthi wong-wong sajarah lan adat saking sasaketané pengalaman-pengalaman agung."
Dia sangat bersemangat untuk belajar bahasa Jawa dan menghadiri sebuah acara di daerah yang berbicara bahasa Jawa.,"Anaa bener kerep ngungunake bahasa Jawa lor-lor, lan undhenging acara nang gedhé nduweni wong sing wan-paham bahasa Jawa."
"Pemuda memiliki potensi untuk menyelesaikan pekerjaan yang berat, tetapi mereka perlu untuk mempertahankan dedikasi dan kesungguhan dalam mencapai tujuan mereka.","Silih padha nduweni potensial kanggo nyelesaake pekerjaan sing wedi, nanging padha butuh mbenerake dedikasi lan sungguh-sungguh kanggo nggehno tujuané."
"Dia berlari dengan cepat melintasi lapangan, berharap dia bisa segera sampai di garis finish.","Dheweke nglompesaken menangke angger-anggeré, arep bisa ngraosi gancang samangsa ing wewengkon finish."
"""Sebagai ayah yang baik, ia berusaha menanam kebaikan dan memberikan pendidikan terbaik untuk anak-anaknya.""","""Wong elek ing ngarsane, aja nindaké nyebarke samudra pengertén lan nyedia pendidikan sing paling becik kanggo para-parane."""
Aku tidak akan mudah putus asa dan pasti akan berusaha mencapai tujuan yang telah kuketahui.,Aku ora bakal lelah menyerah lan pasti bakal nggoleki tujuan sing wis kula tau.
"Dia suka bermain sepak bola di tangga belakang rumahnya setiap hari, sementara itu dia juga sering menonton pertandingan sepak bola di televisi.","Ia lagi seneng sithik main bola wétan ing tandulan katrésnan kuwi tiap dinten, samémélané iya lagi sengaja mlebu nonton perlagawan bola ing télévisi."
"Jalanan bersih dengan lampu bulan yang terang benderang, membuat suasana di malam hari terasa lebih ramah dan hangat.","Ngarepi jalur kanthi cahya luweng srengenge, zakat atmosfir wonten ing atus dinten luwih ramah lan hangat."
